Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_POWER (mWatts),GPU0_TEMPERATURE,GPU0_USAGE,PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771895536666,3000,1196,500,400,2200,1897,1799,2201,430,2204,2203,400,400,400,400,2613,400,400,400,400,10.810811042785645,5.405405521392822,11.111111640930176,2.702702760696411,10.810811042785645,7.894736289978027,5.263157844543457,5.405405521392822,10.526315689086914,2.702702760696411,5.405405521392822,0,5.405405521392822,2.702702760696411,2.777777910232544,7.894736289978027,5.405405521392822,5.405405521392822,18.421052932739258,5.263157844543457,0,16376,5611,5027,40,0,107969.25354003906,7600.906921386719,263.93804931640625,33336799232,0,5579677696,0
200,1771895536666,3000,1196,500,400,2200,1897,1799,2201,430,2204,2203,400,400,400,400,2613,400,400,400,400,10.810811042785645,5.405405521392822,11.111111640930176,2.702702760696411,10.810811042785645,7.894736289978027,5.263157844543457,5.405405521392822,10.526315689086914,2.702702760696411,5.405405521392822,0,5.405405521392822,2.702702760696411,2.777777910232544,7.894736289978027,5.405405521392822,5.405405521392822,18.421052932739258,5.263157844543457,0,16376,5611,5027,40,0,107969.4556274414,7600.948181152344,263.93804931640625,33336799232,0,5585268736,0
199,1771895536866,3000,1196,500,400,2200,1897,1799,2201,430,2204,2203,400,400,400,400,2613,400,400,400,400,4,0,24,0,3.846153974533081,0,0,3.846153974533081,8,8,4.1666669845581055,7.407407283782959,0,0,30.76923179626465,0,11.538461685180664,0,48,0,0,16376,5611,5233,40,0,107971.79345703125,7601.777526855469,263.93804931640625,33336799232,0,5717286912,0
200,1771895537066,3000,1196,500,400,2200,1897,1799,2201,430,2204,2203,400,400,400,400,2613,400,400,400,400,9.523809432983398,0,9.523809432983398,0,5,9.523809432983398,4.761904716491699,0,5,0,5,0,5,0,5.263157844543457,0,73.68421173095703,0,25,0,0,16376,5611,5425,40,0,107974.50256347656,7603.000061035156,263.93804931640625,33336799232,0,5625421824,0
199,1771895537267,3000,1196,500,400,2200,1897,1799,2201,430,2204,2203,400,400,400,400,2613,400,400,400,400,0,0,10,0,5,0,0,0,4.761904716491699,15.000000953674316,0,0,4.761904716491699,0,30.000001907348633,0,71.42857360839844,0,5,0,0,16376,508,6015,40,53,107976.67333984375,7603.638977050781,263.93804931640625,33336799232,0,5333721088,0
199,1771895537467,3000,1196,500,400,2200,1897,1799,2201,430,2204,2203,400,400,400,400,2613,400,400,400,400,14.285715103149414,0,5.263157844543457,0,0,0,0,0,0,0,4.761904716491699,0,0,0,15.000000953674316,0,60.000003814697266,19.047618865966797,5.263157844543457,0,0,16376,508,6448,41,100,107978.90502929688,7604.380615234375,263.93804931640625,33336799232,0,5317431296,0
200,1771895537667,3000,1196,500,400,2200,1897,1799,2201,430,2204,2203,400,400,400,400,2613,400,400,400,400,15.000000953674316,0,0,0,5.263157844543457,0,0,0,0,0,0,0,15.000000953674316,0,47.36842346191406,0,9.523809432983398,90,30.000001907348633,0,0,16376,508,8719,41,0,107981.88372802734,7605.740234375,263.93804931640625,33336799232,0,5264322560,0
199,1771895537867,3000,1196,500,400,2200,1897,1799,2201,430,2204,2203,400,400,400,400,2613,400,400,400,400,10,0,4.761904716491699,0,4.761904716491699,0,0,0,0,0,0,0,0,0,5,90,26.3157901763916,0,0,0,0,16376,508,10356,41,0,107985.04583740234,7607.2646484375,263.9384765625,33336799232,0,5293961216,0
199,1771895538067,3000,1196,500,400,2200,1897,1799,2201,430,2204,2203,400,400,400,400,2613,400,400,400,400,0,0,0,0,0,0,0,0,4.761904716491699,0,0,0,0,0,0,100,9.523809432983398,0,0,0,0,16376,508,17976,41,0,107987.98071289063,7608.574401855469,263.9384765625,33336799232,0,5326635008,0
200,1771895538267,3000,1196,500,400,2200,1897,1799,2201,430,2204,2203,400,400,400,400,2613,400,400,400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,0,0,0,0,16376,14239,21531,41,0,107990.69714355469,7609.67041015625,263.9384765625,33336799232,0,5422977024,0
200,1771895538467,3000,1196,500,400,2200,1897,1799,2201,430,2204,2203,400,400,400,400,2613,400,400,400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5.263157844543457,0,0,0,0,16376,14239,24997,42,98,107993.81622314453,7610.672668457031,263.9384765625,33336799232,0,5422972928,0
200,1771895538667,3000,1196,500,400,2200,1897,1799,2201,430,2204,2203,400,400,400,400,2613,400,400,400,400,4.761904716491699,0,0,0,0,0,0,0,4.761904716491699,0,0,0,0,0,0,100,5,0,0,0,0,16376,14239,27329,42,98,107996.92602539063,7611.666015625,263.9384765625,33336799232,0,5422972928,0
200,1771895538867,3000,1196,500,400,2200,1897,1799,2201,430,2204,2203,400,400,400,400,2613,400,400,400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5.263157844543457,0,0,0,0,16376,14239,28881,42,98,108000.02697753906,7612.65087890625,263.9384765625,33336799232,0,5423038464,0
200,1771895539067,3000,1196,500,400,2200,1897,1799,2201,430,2204,2203,400,400,400,400,2613,400,400,400,400,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,100,9.523809432983398,0,0,0,0,16376,14239,30464,42,98,108003.14617919922,7613.635803222656,263.9384765625,33336799232,0,5423038464,0
200,1771895539268,3000,1196,500,400,2200,1897,1799,2201,430,2204,2203,400,400,400,400,2613,400,400,400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,0,0,0,0,16376,14239,32031,42,98,108006.23950195313,7614.620361328125,263.9384765625,33336799232,0,5423038464,0
200,1771895539468,3000,1196,500,400,2200,1897,1799,2201,430,2204,2203,400,400,400,400,2613,400,400,400,400,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,100,10,0,0,0,0,16376,14239,33259,42,98,108009.31524658203,7615.611755371094,263.9384765625,33336799232,0,5423038464,0
200,1771895539668,3000,1196,500,400,2200,1897,1799,2201,430,2204,2203,400,400,400,400,2613,400,400,400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.66667175292969,35,5,0,4.761904716491699,0,0,16376,14769,33154,42,0,108012.21185302734,7616.816162109375,263.9384765625,33336799232,0,5423038464,0
199,1771895539868,3000,1196,500,400,2200,1897,1799,2201,430,2204,2203,400,400,400,400,2613,400,400,400,400,0,0,0,0,0,0,4.761904716491699,0,5,0,0,0,0,0,57.894737243652344,0,5,0,0,0,0,16376,14935,32519,42,1,108014.51513671875,7617.506774902344,263.9384765625,33336799232,0,5635043328,0
199,1771895540068,3000,1196,500,400,2200,1897,1799,2201,430,2204,2203,400,400,400,400,2613,400,400,400,400,0,0,0,0,0,0,4.761904716491699,0,5,0,0,0,0,0,57.894737243652344,0,5,0,0,0,0,16376,14941,39684,44,93,108017.00085449219,7618.440612792969,263.9384765625,33336799232,0,5635043328,0
200,1771895540268,3000,1196,500,400,2200,1897,1799,2201,430,2204,2203,400,400,400,400,2613,400,400,400,400,0,0,0,0,0,2.4390242099761963,0,0,0,0,0,2.5,0,0,7.317072868347168,0,97.5,0,5,0,0,16376,14941,48244,45,97,108019.59118652344,7619.480529785156,263.9384765625,33336799232,0,5650526208,0
200,1771895540468,3000,1196,500,400,2200,1897,1799,2201,430,2204,2203,400,400,400,400,2613,400,400,400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.000000953674316,0,100,0,0,0,0,16376,14941,56965,45,98,108022.20391845703,7620.542053222656,263.9384765625,33336799232,0,5650526208,0
200,1771895540668,3000,1196,500,400,2200,1897,1799,2201,430,2204,2203,400,400,400,400,2613,400,400,400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.526315689086914,0,100,0,0,0,0,16376,14941,65966,46,97,108024.81774902344,7621.6051025390625,263.9384765625,33336799232,0,5650526208,0
200,1771895540868,3000,1196,500,400,2200,1897,1799,2201,430,2204,2203,400,400,400,400,2613,400,400,400,400,0,0,0,0,0,0,0,0,4.761904716491699,0,0,0,0,0,15.000000953674316,0,100,0,0,0,0,16376,14941,74863,45,95,108027.44653320313,7622.6806640625,263.9384765625,33336799232,0,5650526208,0
200,1771895541068,3000,1196,500,400,2200,1897,1799,2201,430,2204,2203,400,400,400,400,2613,400,400,400,400,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,0,14.285715103149414,0,100,0,0,0,0,16376,14941,79566,45,97,108030.0478515625,7623.7265625,263.9384765625,33336799232,0,5648994304,0
200,1771895541269,3000,1196,500,400,2200,1897,1799,2201,430,2204,2203,400,400,400,400,2613,400,400,400,400,0,0,9.090909004211426,0,0,0,0,0,0,0,4.761904716491699,0,0,0,19.047618865966797,0,100,0,0,0,0,16376,14941,80077,46,97,108032.64477539063,7624.779113769531,263.9384765625,33336799232,0,5648990208,0
200,1771895541469,3000,1196,500,400,2200,1897,1799,2201,430,2204,2203,400,400,400,400,2613,400,400,400,400,0,0,0,0,0,0,0,0,4.761904716491699,0,0,0,0,0,10.526315689086914,0,100,0,0,0,0,16376,14941,79960,46,97,108035.28643798828,7625.8690185546875,263.9384765625,33336799232,0,5648986112,0
199,1771895541669,3000,1196,500,400,2200,1897,1799,2201,430,2204,2203,400,400,400,400,2613,400,400,400,400,0,0,0,0,0,0,0,0,4.761904716491699,0,0,0,0,0,15.000000953674316,0,100,0,0,0,0,16376,14941,79956,46,97,108037.8833618164,7626.905090332031,263.9384765625,33336799232,0,5648973824,0
200,1771895541869,3000,1196,500,400,2200,1897,1799,2201,430,2204,2203,400,400,400,400,2613,400,400,400,400,0,0,0,0,0,0,0,0,0,4.761904716491699,0,0,0,0,15.000000953674316,0,100,0,0,0,0,16376,14941,79495,46,97,108040.51141357422,7627.980163574219,263.9384765625,33336799232,0,5648973824,0
200,1771895542069,3000,1196,500,400,2200,1897,1799,2201,430,2204,2203,400,400,400,400,2613,400,400,400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.000000953674316,0,100,0,0,0,0,16376,14941,79600,46,97,108043.12896728516,7629.0418701171875,263.9384765625,33336799232,0,5647405056,0
200,1771895542269,3000,1196,500,400,2200,1897,1799,2201,430,2204,2203,400,400,400,400,2613,400,400,400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.526315689086914,0,100,0,0,0,0,16376,14941,79861,46,97,108045.75262451172,7630.1119384765625,263.9384765625,33336799232,0,5647405056,0
