Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_POWER (mWatts),GPU0_TEMPERATURE,GPU0_USAGE,PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771908203848,400,400,2256,583,400,2321,2160,2115,2439,2477,2428,2416,3238,400,649,400,1198,400,464,446,9.756096839904785,2.6315789222717285,7.894736289978027,5.263157844543457,12.5,12.5,5.263157844543457,15.789472579956055,10.526315689086914,2.702702760696411,10.526315689086914,5.263157844543457,7.894736289978027,7.500000476837158,0,7.692307949066162,15.789472579956055,7.894736289978027,5.405405521392822,2.6315789222717285,0,16376,14941,5215,43,0,205364.1375732422,15230.21142578125,265.51446533203125,33336799232,0,5795680256,0
200,1771908203848,400,400,2256,583,400,2321,2160,2115,2439,2477,2428,2416,3238,400,649,400,1198,400,464,446,9.756096839904785,2.6315789222717285,7.894736289978027,5.263157844543457,12.5,12.5,5.263157844543457,15.789472579956055,10.526315689086914,2.702702760696411,10.526315689086914,5.263157844543457,7.894736289978027,7.500000476837158,0,7.692307949066162,15.789472579956055,7.894736289978027,5.405405521392822,2.6315789222717285,0,16376,14941,5215,43,0,205364.3787841797,15230.276062011719,265.51446533203125,33336799232,0,5801005056,0
199,1771908204048,400,400,2256,583,400,2321,2160,2115,2439,2477,2428,2416,3238,400,649,400,1198,400,464,446,14.285715103149414,0,3.4482758045196533,0,3.5714287757873535,0,10.344827651977539,10,3.4482758045196533,9.67741870880127,0,3.7037036418914795,0,0,25,3.4482758045196533,42.85714340209961,3.5714287757873535,10.714285850524902,0,0,16376,14941,5215,43,0,205366.47875976563,15230.870727539063,265.51446533203125,33336799232,0,5895966720,0
199,1771908204248,400,400,2256,583,400,2321,2160,2115,2439,2477,2428,2416,3238,400,649,400,1198,400,464,446,10,0,0,0,5,0,0,0,4.761904716491699,0,0,0,15.000000953674316,0,55,20,0,100,9.523809432983398,0,0,16376,14941,5809,43,0,205369.51580810547,15232.405151367188,265.51446533203125,33336799232,0,5819293696,0
199,1771908204448,400,400,2256,583,400,2321,2160,2115,2439,2477,2428,2416,3238,400,649,400,1198,400,464,446,5,0,19.047618865966797,0,5,5,0,0,5,0,0,4.761904716491699,10,25,63.15789031982422,10,42.85714340209961,50,0,0,0,16376,14941,5969,43,0,205372.4144897461,15233.740966796875,265.51446533203125,33336799232,0,5838249984,0
199,1771908204649,400,400,2256,583,400,2321,2160,2115,2439,2477,2428,2416,3238,400,649,400,1198,400,464,446,15.000000953674316,0,0,0,5.263157844543457,0,0,0,0,9.523809432983398,0,0,0,0,25,0,47.36842346191406,0,4.761904716491699,0,0,16376,508,7193,43,91,205374.35095214844,15234.140197753906,265.51446533203125,33336799232,0,5436297216,0
200,1771908204848,400,400,2256,583,400,2321,2160,2115,2439,2477,2428,2416,3238,400,649,400,1198,400,464,446,15.000000953674316,0,0,0,5.263157844543457,0,0,0,0,9.523809432983398,0,0,0,0,25,0,47.36842346191406,0,4.761904716491699,0,0,16376,508,9813,44,100,205376.5447998047,15234.720703125,265.51446533203125,33336799232,0,5491843072,0
199,1771908205048,400,400,2256,583,400,2321,2160,2115,2439,2477,2428,2416,3238,400,649,400,1198,400,464,446,5.263157844543457,2.5641026496887207,4.878048419952393,0,2.4390242099761963,2.4390242099761963,0,0,4.878048419952393,0,0,2.5,2.5641026496887207,0,21.95121955871582,0,61.5384635925293,2.5,0,0,0,16376,508,12585,44,21,205379.33697509766,15235.90966796875,265.51446533203125,33336799232,0,5550604288,0
200,1771908205248,400,400,2256,583,400,2321,2160,2115,2439,2477,2428,2416,3238,400,649,400,1198,400,464,446,0,0,0,0,15.000000953674316,0,10,0,0,0,4.761904716491699,0,4.761904716491699,0,52.6315803527832,0,19.047618865966797,0,0,0,0,16376,508,22012,44,0,205381.64617919922,15236.468566894531,265.51446533203125,33336799232,0,5485776896,0
199,1771908205449,400,400,2256,583,400,2321,2160,2115,2439,2477,2428,2416,3238,400,649,400,1198,400,464,446,15.000000953674316,0,0,0,5,0,0,0,0,0,0,0,0,0,55,0,26.3157901763916,0,4.761904716491699,0,0,16376,508,26355,44,0,205384.32891845703,15237.369445800781,265.51446533203125,33336799232,0,5494616064,0
