Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_POWER (mWatts),GPU0_TEMPERATURE,GPU0_USAGE,PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771547804536,3700,1686,400,400,2401,2416,2466,2352,400,2007,400,400,939,978,648,2327,400,3700,400,563,12.90322494506836,3.22580623626709,12.90322494506836,3.22580623626709,16.129032135009766,18.75,25.80644989013672,16.129032135009766,16.129032135009766,23.33333396911621,23.33333396911621,24.24242401123047,16.129032135009766,12.5,22.580644607543945,16.129032135009766,0,100,15.15151596069336,6.45161247253418,0,16376,15995,71436,64,60,228706.0487060547,28753.177368164063,1920.1287231445313,33336795136,0,6434594816,0
200,1771547804536,3700,1686,400,400,2401,2416,2466,2352,400,2007,400,400,939,978,648,2327,400,3700,400,563,12.90322494506836,3.22580623626709,12.90322494506836,3.22580623626709,16.129032135009766,18.75,25.80644989013672,16.129032135009766,16.129032135009766,23.33333396911621,23.33333396911621,24.24242401123047,16.129032135009766,12.5,22.580644607543945,16.129032135009766,0,100,15.15151596069336,6.45161247253418,0,16376,15995,71436,64,60,228706.73077392578,28753.608947753906,1920.1287231445313,33336795136,0,6448259072,0
199,1771547804737,3700,1686,400,400,2401,2416,2466,2352,400,2007,400,400,939,978,648,2327,400,3700,400,563,44.4444465637207,4,26.923078536987305,0,11.538461685180664,20,12,15.384615898132324,24,30.76923179626465,8,16,30.76923179626465,8,26.923078536987305,0,3.846153974533081,100,16.666667938232422,0,0,16376,15995,73013,63,64,228711.43615722656,28756.290649414063,1920.1287231445313,33336795136,0,6466015232,0
199,1771547804937,3700,1686,400,400,2401,2416,2466,2352,400,2007,400,400,939,978,648,2327,400,3700,400,563,15.789472579956055,15.000000953674316,20,0,21.052631378173828,10,10,15.789472579956055,19.047618865966797,15.000000953674316,15.000000953674316,20,5,0,20,0,85,15.000000953674316,19.047618865966797,0,0,16376,15995,73471,63,61,228715.35369873047,28758.205322265625,1920.1287231445313,33336795136,0,6455762944,0
200,1771547805137,3700,1686,400,400,2401,2416,2466,2352,400,2007,400,400,939,978,648,2327,400,3700,400,563,50,5,10,0,13.636363983154297,9.523809432983398,25,10,28.571430206298828,10,21.052631378173828,10.526315689086914,25,10.526315689086914,21.052631378173828,0,75,25,10.526315689086914,4.761904716491699,0,16376,15995,73257,63,59,228719.48651123047,28760.362182617188,1920.1287231445313,33336795136,0,6429401088,0
200,1771547805337,3700,1686,400,400,2401,2416,2466,2352,400,2007,400,400,939,978,648,2327,400,3700,400,563,35,0,10.526315689086914,0,10.526315689086914,10,10,19.047618865966797,25,10,10,25,5,9.523809432983398,5.263157844543457,0,0,100,5,10,0,16376,15995,73221,62,61,228723.35540771484,28762.279357910156,1920.1287231445313,33336795136,0,6426718208,0
200,1771547805537,3700,1686,400,400,2401,2416,2466,2352,400,2007,400,400,939,978,648,2327,400,3700,400,563,16.666667938232422,0,28.571430206298828,0,5,15.789472579956055,5,5,15.000000953674316,26.3157901763916,14.285715103149414,20,15.000000953674316,0,15.000000953674316,0,0,100,15.789472579956055,0,0,16376,15995,72334,64,60,228727.34143066406,28764.28826904297,1920.1287231445313,33336795136,0,6422433792,0
200,1771547805737,3700,1686,400,400,2401,2416,2466,2352,400,2007,400,400,939,978,648,2327,400,3700,400,563,10,5,10.526315689086914,0,9.523809432983398,15.000000953674316,25,20,26.3157901763916,10,20,19.047618865966797,0,0,20,9.523809432983398,0,100,38.095237731933594,0,0,16376,15995,71679,63,68,228731.24005126953,28766.219665527344,1920.1287231445313,33336795136,0,6414798848,0
199,1771547805937,3700,1686,400,400,2401,2416,2466,2352,400,2007,400,400,939,978,648,2327,400,3700,400,563,9.523809432983398,0,21.052631378173828,0,5.263157844543457,10,5,10,23.809524536132813,23.809524536132813,14.285715103149414,10.526315689086914,15.000000953674316,0,28.571430206298828,0,0,100,30.000001907348633,0,0,16376,15995,70856,63,61,228735.0029296875,28768.06005859375,1920.1287231445313,33336795136,0,6417195008,0
199,1771547806137,3700,1686,400,400,2401,2416,2466,2352,400,2007,400,400,939,978,648,2327,400,3700,400,563,20,0,10,0,4.761904716491699,5,10,20,5.263157844543457,20,25,20,5,0,15.789472579956055,0,0,100,35,0,0,16376,15995,71003,63,60,228739.02618408203,28770.090270996094,1920.1287231445313,33336795136,0,6418452480,0
